InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
928187,SKU_1999,Desk Lamp,-15,2020-03-21 21:00,48.38,,United Kingdom,0.15,Credit Card,,Electronics,Online,Not Returned,UPS,,Low
433863,SKU_1885,Wireless Mouse,-23,2020-03-22 10:00,18.28,,Australia,0.08,Bank Transfer,,Electronics,Online,Not Returned,Royal Mail,,Low
777894,SKU_1972,Notebook,32,2020-03-23 08:00,80.79,,Australia,0.17,paypall,20.25,Stationery,In-store,Not Returned,Royal Mail,Rome,High
178249,SKU_1051,USB Cable,-24,2020-03-23 17:00,58.33,,Germany,0.21,Bank Transfer,,Stationery,Online,Not Returned,DHL,,Low
264134,SKU_1414,Office Chair,26,2020-03-24 08:00,6.57,,Australia,0.11,Credit Card,13.22,Electronics,In-store,Not Returned,UPS,Amsterdam,High
175418,SKU_1519,Backpack,-30,2020-03-24 12:00,81.72,,Australia,0.34,paypall,,Electronics,In-store,Not Returned,Royal Mail,,High
268383,SKU_1026,Notebook,-34,2020-03-24 16:00,-3.37,,Italy,1.789655272349311,paypall,,Electronics,In-store,Not Returned,DHL,,Medium
943804,SKU_1260,Blue Pen,27,2020-03-26 15:00,20.39,,United Kingdom,0.42,paypall,28.28,Electronics,Online,Not Returned,UPS,,Low
605934,SKU_1489,Office Chair,-7,2020-03-26 19:00,-82.15,,Australia,1.399088489462544,paypall,,Furniture,Online,Not Returned,FedEx,,Medium
605518,SKU_1819,Wall Clock,7,2020-03-27 17:00,36.24,,United Kingdom,0.28,Credit Card,17.46,Stationery,Online,Not Returned,UPS,Rome,Medium
384186,SKU_1797,Headphones,-50,2020-03-27 20:00,25.59,,France,0.04,paypall,,Accessories,In-store,Not Returned,UPS,,Low
883204,SKU_1459,T-shirt,23,2020-03-28 07:00,60.17,,Australia,0.47,Credit Card,26.31,Accessories,Online,Not Returned,Royal Mail,,High
673189,SKU_1570,Backpack,-35,2020-03-28 10:00,44.37,,Netherlands,0.11,Credit Card,,Electronics,Online,Not Returned,UPS,,Medium
971408,SKU_1773,T-shirt,-45,2020-03-28 22:00,-58.69,,Sweden,0.43,paypall,,Accessories,Online,Not Returned,UPS,,Medium
516235,SKU_1017,White Mug,-13,2020-03-29 04:00,32.59,,Norway,0.28,paypall,,Apparel,In-store,Not Returned,FedEx,,High
338260,SKU_1349,Wireless Mouse,5,2020-03-29 20:00,66.07,,Norway,0.17,Bank Transfer,10.77,Furniture,In-store,Not Returned,UPS,,Medium
770611,SKU_1123,Blue Pen,46,2020-03-29 23:00,5.63,,Belgium,0.06,Bank Transfer,21.54,Stationery,Online,Not Returned,Royal Mail,London,High
382725,SKU_1250,USB Cable,3,2020-03-31 14:00,86.02,,Germany,0.37,Credit Card,16.4,Stationery,In-store,Not Returned,Royal Mail,,Low
536624,SKU_1045,Backpack,-15,2020-03-31 22:00,-72.7,,Italy,0.34,Bank Transfer,,Accessories,In-store,Not Returned,Royal Mail,,High
545485,SKU_1745,Wireless Mouse,44,2020-04-01 01:00,49.15,,Portugal,0.29,paypall,24.86,Apparel,In-store,Returned,DHL,,Low
867285,SKU_1944,Wireless Mouse,-20,2020-04-01 05:00,-85.81,,Norway,1.4270716434389914,paypall,,Accessories,In-store,Not Returned,UPS,,Low
410931,SKU_1057,Headphones,-2,2020-04-01 07:00,-6.04,,Germany,1.275459656960188,Credit Card,,Electronics,In-store,Returned,DHL,,High
778758,SKU_1983,Wall Clock,-21,2020-04-02 02:00,-98.33,,France,0.13,Credit Card,,Apparel,In-store,Not Returned,DHL,,Low
853753,SKU_1970,White Mug,3,2020-04-02 03:00,22.4,,France,0.36,paypall,23.75,Accessories,Online,Not Returned,UPS,London,Medium
438041,SKU_1871,Wall Clock,-31,2020-04-02 05:00,-16.85,,Germany,1.5380197599462295,paypall,,Apparel,In-store,Not Returned,UPS,,High
829497,SKU_1964,Backpack,4,2020-04-03 15:00,85.66,,Netherlands,0.19,Bank Transfer,7.74,Accessories,Online,Not Returned,FedEx,,Low
800601,SKU_1356,Desk Lamp,-5,2020-04-06 18:00,-70.2,,Netherlands,0.02,Credit Card,,Electronics,In-store,Returned,Royal Mail,,Medium
971310,SKU_1884,Notebook,2,2020-04-07 00:00,54.9,,Norway,0.06,Bank Transfer,14.14,Furniture,In-store,Not Returned,FedEx,Berlin,Medium
395286,SKU_1195,Backpack,-2,2020-04-07 10:00,-1.04,,Netherlands,0.12,Credit Card,,Accessories,Online,Not Returned,DHL,,Low
201520,SKU_1076,USB Cable,-26,2020-04-08 02:00,73.86,,Germany,0.35,Bank Transfer,,Electronics,In-store,Not Returned,UPS,,Medium
244832,SKU_1077,Headphones,-18,2020-04-08 08:00,99.52,,Netherlands,0.04,paypall,,Apparel,In-store,Returned,Royal Mail,,Medium
438511,SKU_1912,Backpack,11,2020-04-08 20:00,26.43,,Norway,0.12,Credit Card,5.01,Stationery,In-store,Not Returned,UPS,,High
994235,SKU_1183,Wall Clock,18,2020-04-09 09:00,37.04,,Netherlands,0.14,Bank Transfer,14.8,Accessories,Online,Not Returned,DHL,,High
316184,SKU_1477,Wall Clock,16,2020-04-09 10:00,80.45,47174.0,Spain,0.2,Bank Transfer,5.02,Electronics,In-store,Not Returned,FedEx,London,Medium
134707,SKU_1970,Headphones,48,2020-04-10 04:00,28.47,,Portugal,0.25,Bank Transfer,6.45,Accessories,In-store,Not Returned,FedEx,Berlin,Medium
438404,SKU_1953,Wireless Mouse,42,2020-04-10 17:00,99.89,,United States,0.4,Bank Transfer,23.51,Electronics,In-store,Not Returned,Royal Mail,Paris,Medium
751233,SKU_1151,Wireless Mouse,-31,2020-04-11 08:00,2.61,,Netherlands,0.44,Credit Card,,Stationery,Online,Returned,FedEx,,High
975825,SKU_1677,Headphones,20,2020-04-11 10:00,76.86,,Netherlands,0.19,paypall,19.13,Furniture,Online,Not Returned,Royal Mail,,High
246470,SKU_1305,Office Chair,6,2020-04-11 12:00,94.81,,Spain,0.3,Bank Transfer,27.18,Stationery,In-store,Not Returned,UPS,Paris,Medium
633398,SKU_1363,USB Cable,-34,2020-04-11 17:00,-14.04,,United Kingdom,0.08,paypall,,Furniture,In-store,Not Returned,DHL,,High
148320,SKU_1645,Headphones,15,2020-04-12 15:00,12.19,,United Kingdom,0.08,paypall,10.8,Accessories,Online,Not Returned,DHL,,Medium
596758,SKU_1999,T-shirt,26,2020-04-12 16:00,88.0,,United States,0.48,paypall,27.36,Furniture,In-store,Returned,UPS,Berlin,Medium
996880,SKU_1047,Office Chair,-16,2020-04-13 04:00,-79.12,,Belgium,1.2655472801608796,Credit Card,,Accessories,Online,Not Returned,UPS,,Low
562785,SKU_1646,Notebook,-47,2020-04-13 21:00,-41.39,,United States,1.1944941835626035,paypall,,Electronics,In-store,Not Returned,DHL,,High
727697,SKU_1370,Backpack,36,2020-04-13 22:00,92.34,,United States,0.48,Bank Transfer,21.08,Apparel,Online,Not Returned,FedEx,,Low
435441,SKU_1342,White Mug,28,2020-04-14 18:00,33.7,,Germany,0.26,Credit Card,18.97,Electronics,In-store,Not Returned,DHL,Berlin,High
983084,SKU_1372,Desk Lamp,45,2020-04-14 19:00,88.03,,Portugal,0.43,Credit Card,28.63,Electronics,Online,Not Returned,UPS,Amsterdam,Low
494583,SKU_1510,Wall Clock,-34,2020-04-15 02:00,19.37,,Netherlands,0.29,Credit Card,,Accessories,In-store,Returned,UPS,,Low
628014,SKU_1326,Blue Pen,2,2020-04-15 07:00,6.79,,Spain,0.5,paypall,20.52,Electronics,Online,Not Returned,Royal Mail,Berlin,Medium
451296,SKU_1036,Wall Clock,-21,2020-04-15 08:00,-73.97,,Netherlands,1.2302535514643926,Credit Card,,Stationery,In-store,Not Returned,Royal Mail,,High
858470,SKU_1379,Wall Clock,-41,2020-04-15 10:00,-52.9,,Germany,1.1190768339575352,Credit Card,,Accessories,Online,Returned,FedEx,,High
986926,SKU_1795,Office Chair,-23,2020-04-15 11:00,72.15,,Netherlands,0.37,Bank Transfer,,Furniture,Online,Not Returned,UPS,,Low
864357,SKU_1789,T-shirt,28,2020-04-16 10:00,32.34,,Germany,0.11,paypall,27.22,Apparel,In-store,Not Returned,UPS,Berlin,Low
383780,SKU_1625,White Mug,-47,2020-04-16 17:00,-24.21,,Spain,1.8631423094045791,paypall,,Stationery,Online,Not Returned,Royal Mail,,Medium
648884,SKU_1616,Notebook,-9,2020-04-17 06:00,76.79,,France,0.23,Bank Transfer,,Furniture,Online,Returned,Royal Mail,,High
418232,SKU_1994,Wall Clock,-20,2020-04-17 11:00,-34.61,,United States,1.2353601922250523,Bank Transfer,,Electronics,Online,Not Returned,UPS,,Medium
682004,SKU_1099,Wireless Mouse,-20,2020-04-18 01:00,-67.32,,Sweden,0.03,paypall,,Stationery,In-store,Not Returned,FedEx,,High
798956,SKU_1929,Desk Lamp,10,2020-04-18 16:00,71.24,,Belgium,0.45,Credit Card,13.02,Electronics,In-store,Returned,UPS,Paris,High
255683,SKU_1190,Backpack,37,2020-04-19 08:00,56.48,,Portugal,0.49,paypall,8.1,Stationery,In-store,Not Returned,FedEx,Amsterdam,Low
844149,SKU_1778,Desk Lamp,1,2020-04-19 22:00,57.89,,Belgium,0.26,Bank Transfer,24.61,Apparel,Online,Not Returned,Royal Mail,,High
332601,SKU_1431,Wall Clock,14,2020-04-20 12:00,7.93,,Sweden,0.36,Credit Card,5.16,Electronics,Online,Not Returned,UPS,Rome,High
295246,SKU_1969,Blue Pen,-40,2020-04-21 08:00,-17.41,,Spain,1.102272426530304,Bank Transfer,,Accessories,Online,Not Returned,FedEx,,High
942186,SKU_1447,T-shirt,31,2020-04-22 17:00,50.28,,United Kingdom,0.3,Bank Transfer,20.82,Stationery,In-store,Not Returned,FedEx,Berlin,High
924899,SKU_1428,Backpack,-1,2020-04-22 22:00,-52.8,,Sweden,1.4954284095303785,Credit Card,,Furniture,Online,Not Returned,FedEx,,Medium
168008,SKU_1785,Blue Pen,12,2020-04-23 14:00,36.94,,Australia,0.45,Credit Card,7.88,Stationery,In-store,Not Returned,DHL,Rome,Medium
172240,SKU_1569,Headphones,15,2020-04-23 17:00,28.4,,Portugal,0.2,paypall,15.85,Accessories,In-store,Not Returned,DHL,Paris,Low
599499,SKU_1665,Wall Clock,23,2020-04-24 04:00,62.02,,United States,0.2,paypall,19.81,Accessories,Online,Not Returned,UPS,Berlin,Low
593948,SKU_1360,USB Cable,49,2020-04-24 05:00,4.85,,Italy,0.39,Credit Card,12.59,Furniture,In-store,Not Returned,FedEx,,Medium
407257,SKU_1858,Headphones,1,2020-04-24 06:00,37.45,,Italy,0.33,paypall,21.12,Accessories,Online,Not Returned,UPS,Berlin,Medium
351051,SKU_1919,Desk Lamp,26,2020-04-24 10:00,14.86,,Spain,0.12,paypall,27.45,Furniture,Online,Not Returned,DHL,London,Medium
719961,SKU_1818,Blue Pen,-8,2020-04-24 21:00,-75.57,,Italy,0.3,paypall,,Apparel,In-store,Not Returned,DHL,,Low
372670,SKU_1372,USB Cable,25,2020-04-25 01:00,43.51,,Spain,0.22,Credit Card,6.29,Furniture,In-store,Not Returned,FedEx,London,Low
450877,SKU_1268,T-shirt,-39,2020-04-25 07:00,63.86,,Portugal,0.3,Bank Transfer,,Accessories,Online,Not Returned,Royal Mail,,High
837565,SKU_1877,Wireless Mouse,-19,2020-04-26 07:00,-32.71,,Sweden,0.43,paypall,,Apparel,In-store,Not Returned,UPS,,Medium
219968,SKU_1201,Notebook,8,2020-04-26 15:00,99.23,,Portugal,0.33,paypall,15.75,Furniture,Online,Not Returned,UPS,Amsterdam,High
969794,SKU_1717,T-shirt,18,2020-04-27 21:00,43.63,,Australia,0.46,Bank Transfer,7.82,Stationery,In-store,Not Returned,DHL,Paris,Low
664749,SKU_1033,Wireless Mouse,33,2020-04-28 19:00,52.23,,United Kingdom,0.3,paypall,22.91,Furniture,In-store,Not Returned,Royal Mail,,Low
587689,SKU_1105,Wireless Mouse,-41,2020-04-29 07:00,48.12,,Portugal,0.08,Credit Card,,Apparel,Online,Not Returned,DHL,,High
743235,SKU_1257,USB Cable,-16,2020-04-29 12:00,12.51,,Norway,0.04,Credit Card,,Furniture,In-store,Not Returned,FedEx,,Medium
793045,SKU_1845,White Mug,-28,2020-04-29 18:00,-95.53,,Belgium,1.578892743029218,paypall,,Apparel,Online,Not Returned,DHL,,High
245788,SKU_1058,Headphones,29,2020-04-29 19:00,56.77,,Italy,0.34,Credit Card,27.61,Electronics,In-store,Not Returned,UPS,Amsterdam,Medium
987700,SKU_1234,T-shirt,-46,2020-04-30 05:00,-32.62,,France,0.43,paypall,,Electronics,Online,Not Returned,UPS,,High
997151,SKU_1808,Wireless Mouse,14,2020-04-30 13:00,20.47,,France,0.32,Bank Transfer,25.13,Furniture,Online,Not Returned,DHL,,Medium
652467,SKU_1709,Headphones,-1,2020-04-30 19:00,-63.55,,United States,1.0735307605367317,Bank Transfer,,Apparel,In-store,Returned,DHL,,High
351537,SKU_1934,Wireless Mouse,20,2020-04-30 20:00,52.15,,Australia,0.24,Bank Transfer,19.15,Accessories,In-store,Returned,FedEx,London,Medium
941531,SKU_1197,Notebook,22,2020-04-30 22:00,51.17,,Germany,0.31,Credit Card,13.73,Stationery,Online,Not Returned,FedEx,,Medium
466936,SKU_1156,Blue Pen,42,2020-05-01 11:00,9.45,,Sweden,0.29,paypall,9.8,Stationery,In-store,Not Returned,DHL,Amsterdam,High
458918,SKU_1565,Headphones,25,2020-05-03 02:00,91.15,,United Kingdom,0.46,paypall,7.79,Electronics,Online,Not Returned,UPS,,Medium
741269,SKU_1582,Headphones,11,2020-05-03 17:00,60.45,,Italy,0.13,Credit Card,29.3,Furniture,Online,Not Returned,DHL,,High
730585,SKU_1290,Office Chair,-18,2020-05-03 23:00,25.62,,Sweden,0.46,Bank Transfer,,Stationery,In-store,Not Returned,DHL,,High
778100,SKU_1520,Notebook,2,2020-05-04 04:00,13.03,,Sweden,0.14,Bank Transfer,12.8,Furniture,In-store,Not Returned,FedEx,,Low
737420,SKU_1059,Desk Lamp,-38,2020-05-04 06:00,-17.0,,Norway,1.16928589758498,Credit Card,,Accessories,Online,Not Returned,UPS,,Low
640340,SKU_1105,Notebook,-20,2020-05-04 08:00,25.34,,France,0.04,Bank Transfer,,Accessories,In-store,Not Returned,Royal Mail,,Medium
610259,SKU_1945,Blue Pen,-41,2020-05-04 20:00,-38.46,,Germany,0.47,Credit Card,,Electronics,Online,Not Returned,UPS,,High
976313,SKU_1943,Backpack,5,2020-05-05 00:00,46.05,,Belgium,0.1,Bank Transfer,18.39,Apparel,Online,Not Returned,Royal Mail,Berlin,High
110749,SKU_1022,Wall Clock,-7,2020-05-05 01:00,54.51,,France,0.47,Bank Transfer,,Stationery,Online,Not Returned,Royal Mail,,Medium
780481,SKU_1470,T-shirt,-30,2020-05-05 03:00,-32.55,,Germany,1.2796328849306573,Credit Card,,Stationery,In-store,Not Returned,Royal Mail,,Low
479504,SKU_1635,Wireless Mouse,-19,2020-05-05 16:00,11.6,,Germany,0.44,paypall,,Stationery,Online,Not Returned,DHL,,Medium
103631,SKU_1815,Notebook,-19,2020-05-06 01:00,79.42,,Germany,0.46,Credit Card,,Accessories,In-store,Not Returned,Royal Mail,,Low
513497,SKU_1524,Notebook,-29,2020-05-06 06:00,34.97,,Norway,0.2,paypall,,Apparel,In-store,Not Returned,UPS,,Low
877499,SKU_1424,Wall Clock,-43,2020-05-06 11:00,-72.28,,Sweden,0.04,paypall,,Apparel,Online,Not Returned,Royal Mail,,Medium
489878,SKU_1799,White Mug,33,2020-05-06 12:00,77.75,,Netherlands,0.36,Bank Transfer,11.68,Apparel,In-store,Not Returned,DHL,,Low
848321,SKU_1435,Notebook,-12,2020-05-06 13:00,91.0,,Spain,0.1,Credit Card,,Apparel,Online,Not Returned,Royal Mail,,High
654399,SKU_1677,T-shirt,21,2020-05-07 01:00,64.75,,Norway,0.17,Bank Transfer,15.65,Stationery,In-store,Not Returned,DHL,Amsterdam,Medium
825836,SKU_1186,Blue Pen,-45,2020-05-07 05:00,42.19,,France,0.38,Credit Card,,Stationery,Online,Not Returned,FedEx,,High
241214,SKU_1229,Backpack,39,2020-05-07 20:00,3.15,,Germany,0.4,Credit Card,18.96,Furniture,In-store,Not Returned,FedEx,Rome,Medium
521486,SKU_1199,Wireless Mouse,-50,2020-05-08 13:00,-11.46,,Portugal,1.931793741862396,Credit Card,,Electronics,Online,Not Returned,Royal Mail,,Medium
545377,SKU_1058,Office Chair,12,2020-05-08 23:00,33.52,,Belgium,0.32,paypall,14.66,Electronics,In-store,Not Returned,UPS,,High
571256,SKU_1121,Notebook,-27,2020-05-09 08:00,48.11,,Belgium,0.25,Credit Card,,Stationery,In-store,Not Returned,UPS,,Low
719745,SKU_1459,Notebook,13,2020-05-10 00:00,51.54,,France,0.25,paypall,29.91,Furniture,In-store,Not Returned,FedEx,,High
571027,SKU_1602,Notebook,-37,2020-05-10 16:00,-87.97,,United States,0.1,paypall,,Apparel,Online,Not Returned,DHL,,High
607942,SKU_1005,Desk Lamp,-7,2020-05-11 06:00,-79.69,,Belgium,1.1116530434484333,Credit Card,,Apparel,In-store,Not Returned,DHL,,Medium
287921,SKU_1431,Wireless Mouse,-35,2020-05-11 10:00,-7.06,,Italy,0.06,Bank Transfer,,Stationery,Online,Not Returned,UPS,,Medium
783404,SKU_1379,Backpack,46,2020-05-11 12:00,19.6,,Italy,0.04,Credit Card,16.68,Accessories,Online,Returned,DHL,,High
722893,SKU_1614,Wireless Mouse,4,2020-05-11 17:00,69.61,,Belgium,0.25,Bank Transfer,10.93,Stationery,Online,Not Returned,Royal Mail,Berlin,High
551157,SKU_1714,Desk Lamp,1,2020-05-12 00:00,81.98,,Spain,0.2,Bank Transfer,29.02,Apparel,Online,Not Returned,Royal Mail,,High
417875,SKU_1959,Wireless Mouse,-44,2020-05-12 12:00,-1.19,,Germany,1.9474204039937493,paypall,,Furniture,Online,Not Returned,FedEx,,Medium
584814,SKU_1040,Wireless Mouse,-7,2020-05-12 16:00,-46.1,,United Kingdom,0.47,Credit Card,,Electronics,In-store,Not Returned,DHL,,High
877401,SKU_1999,Desk Lamp,-29,2020-05-13 18:00,49.2,,Italy,0.1,Credit Card,,Furniture,In-store,Not Returned,FedEx,,Medium
333103,SKU_1400,USB Cable,12,2020-05-13 19:00,22.49,,Germany,0.2,Bank Transfer,6.71,Electronics,In-store,Not Returned,DHL,,Medium
863711,SKU_1853,Wall Clock,-9,2020-05-14 05:00,-33.77,,Belgium,0.34,Credit Card,,Electronics,In-store,Not Returned,FedEx,,Medium
195081,SKU_1639,T-shirt,29,2020-05-14 06:00,46.97,,Germany,0.34,Bank Transfer,10.44,Accessories,Online,Not Returned,DHL,,Medium
789556,SKU_1005,Blue Pen,-16,2020-05-14 11:00,-32.0,,France,1.0111774821238328,paypall,,Accessories,In-store,Not Returned,UPS,,High
180102,SKU_1497,Wall Clock,45,2020-05-14 14:00,75.36,,Italy,0.31,Credit Card,19.17,Stationery,Online,Not Returned,UPS,Berlin,Medium
616409,SKU_1777,Blue Pen,12,2020-05-15 01:00,33.04,,Netherlands,0.21,Bank Transfer,29.5,Furniture,In-store,Returned,FedEx,Amsterdam,Medium
791211,SKU_1450,Blue Pen,27,2020-05-15 03:00,30.26,,Australia,0.12,Bank Transfer,10.04,Stationery,In-store,Not Returned,Royal Mail,Berlin,Low
792111,SKU_1232,USB Cable,-45,2020-05-15 13:00,-84.59,,Italy,0.11,Bank Transfer,,Electronics,Online,Not Returned,DHL,,Medium
633884,SKU_1432,Blue Pen,-32,2020-05-15 23:00,61.35,,United States,0.17,paypall,,Electronics,In-store,Not Returned,FedEx,,High
731827,SKU_1584,Backpack,41,2020-05-16 01:00,25.98,,Norway,0.14,Credit Card,29.42,Accessories,In-store,Not Returned,DHL,Berlin,High
647993,SKU_1600,Desk Lamp,47,2020-05-16 06:00,93.34,,Italy,0.01,Credit Card,5.39,Accessories,Online,Not Returned,DHL,Paris,Low
959877,SKU_1133,Headphones,-1,2020-05-16 08:00,-52.29,,United Kingdom,1.637361605746113,paypall,,Furniture,Online,Not Returned,UPS,,Low
978629,SKU_1939,Backpack,-37,2020-05-16 15:00,-85.84,,Italy,1.4971478981989907,paypall,,Accessories,Online,Not Returned,UPS,,High
771447,SKU_1069,USB Cable,14,2020-05-17 00:00,29.11,,France,0.2,Bank Transfer,24.16,Furniture,Online,Not Returned,DHL,Paris,High
743407,SKU_1971,T-shirt,-41,2020-05-17 02:00,46.22,,Germany,0.49,paypall,,Accessories,In-store,Not Returned,UPS,,High
964661,SKU_1943,Backpack,29,2020-05-17 20:00,79.46,,Spain,0.07,Credit Card,16.11,Stationery,In-store,Not Returned,DHL,Rome,Low
702272,SKU_1166,White Mug,45,2020-05-18 23:00,55.74,,United States,0.48,Credit Card,24.96,Electronics,In-store,Not Returned,UPS,,High
153072,SKU_1543,USB Cable,-5,2020-05-20 06:00,-65.61,,Netherlands,1.720626970883803,paypall,,Furniture,In-store,Returned,FedEx,,Low
981220,SKU_1179,USB Cable,-36,2020-05-20 15:00,17.94,,Sweden,0.29,Credit Card,,Electronics,Online,Not Returned,FedEx,,Medium
370143,SKU_1186,Wireless Mouse,-20,2020-05-20 17:00,-55.92,,United Kingdom,1.8912340432801984,Bank Transfer,,Apparel,Online,Not Returned,DHL,,Low
930051,SKU_1815,Headphones,-34,2020-05-21 12:00,56.87,,France,0.2,paypall,,Stationery,In-store,Not Returned,UPS,,High
107531,SKU_1294,Blue Pen,1,2020-05-21 17:00,62.81,,Belgium,0.37,paypall,25.43,Furniture,In-store,Not Returned,UPS,Paris,Medium
530267,SKU_1999,Desk Lamp,-10,2020-05-21 18:00,-51.54,,United States,1.6731554498080772,Bank Transfer,,Stationery,Online,Not Returned,FedEx,,Low
248087,SKU_1785,Blue Pen,-15,2020-05-22 10:00,-66.08,,Norway,0.43,paypall,,Accessories,In-store,Not Returned,FedEx,,Low
586799,SKU_1835,USB Cable,42,2020-05-22 11:00,78.27,,Belgium,0.14,Credit Card,28.38,Apparel,In-store,Not Returned,UPS,,Low
411877,SKU_1680,White Mug,48,2020-05-22 17:00,85.52,,France,0.17,Bank Transfer,13.36,Accessories,In-store,Not Returned,Royal Mail,Rome,Low
875723,SKU_1037,Wireless Mouse,-30,2020-05-22 18:00,-4.28,,Netherlands,1.2180555942982996,Bank Transfer,,Stationery,In-store,Not Returned,Royal Mail,,Low
166707,SKU_1706,USB Cable,5,2020-05-23 12:00,70.0,,Portugal,0.35,Credit Card,17.19,Apparel,Online,Not Returned,FedEx,Rome,Medium
380466,SKU_1575,Headphones,-38,2020-05-24 11:00,-80.38,,France,1.820343315070733,Credit Card,,Apparel,In-store,Not Returned,Royal Mail,,Medium
197852,SKU_1120,Desk Lamp,3,2020-05-25 06:00,18.68,,United Kingdom,0.16,paypall,5.7,Electronics,In-store,Not Returned,Royal Mail,Berlin,High
406773,SKU_1028,Headphones,-21,2020-05-25 14:00,56.92,,Netherlands,0.08,Credit Card,,Electronics,In-store,Not Returned,DHL,,High
803305,SKU_1531,USB Cable,41,2020-05-25 22:00,27.3,,France,0.48,paypall,23.73,Apparel,Online,Not Returned,Royal Mail,,Low
174071,SKU_1627,Desk Lamp,-21,2020-05-26 15:00,50.54,,Norway,0.13,Bank Transfer,,Apparel,In-store,Not Returned,Royal Mail,,Low
785933,SKU_1779,Wall Clock,-23,2020-05-27 11:00,-77.78,,Belgium,1.2072225209184249,Credit Card,,Apparel,Online,Not Returned,Royal Mail,,Medium
524149,SKU_1730,Office Chair,-20,2020-05-27 13:00,31.16,,Netherlands,0.11,Bank Transfer,,Furniture,Online,Not Returned,FedEx,,High
612880,SKU_1120,USB Cable,45,2020-05-28 03:00,59.9,,Portugal,0.35,Credit Card,18.28,Stationery,Online,Not Returned,FedEx,Amsterdam,High
647936,SKU_1812,T-shirt,-31,2020-05-28 12:00,43.29,,Sweden,0.01,Credit Card,,Accessories,Online,Not Returned,FedEx,,Medium
279635,SKU_1154,USB Cable,22,2020-05-28 18:00,35.5,,Italy,0.29,Bank Transfer,17.88,Electronics,In-store,Not Returned,FedEx,Amsterdam,High
319055,SKU_1360,Backpack,-10,2020-05-29 17:00,51.53,,Italy,0.09,paypall,,Accessories,In-store,Not Returned,Royal Mail,,Medium
373260,SKU_1754,Office Chair,34,2020-05-30 04:00,40.22,,Belgium,0.2,Credit Card,13.75,Electronics,Online,Not Returned,UPS,,High
757258,SKU_1161,Blue Pen,32,2020-05-30 07:00,23.05,,United States,0.48,paypall,12.57,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Medium
578336,SKU_1443,Blue Pen,49,2020-05-30 10:00,75.34,,France,0.28,Credit Card,26.3,Electronics,In-store,Not Returned,UPS,Rome,Medium
846084,SKU_1090,T-shirt,-5,2020-05-30 17:00,11.7,,Norway,0.48,Bank Transfer,,Accessories,In-store,Not Returned,FedEx,,Low
619165,SKU_1461,Backpack,46,2020-06-01 05:00,62.39,,Spain,0.06,paypall,29.88,Accessories,Online,Not Returned,DHL,,Low
361691,SKU_1764,Wireless Mouse,42,2020-06-01 15:00,39.77,,Norway,0.49,Credit Card,25.37,Apparel,Online,Not Returned,UPS,Berlin,High
205400,SKU_1843,Office Chair,-27,2020-06-03 01:00,76.78,,Belgium,0.28,Credit Card,,Electronics,Online,Returned,UPS,,High
